AARS,AASS,AATK,ABCA10,ABCA2,ABCA6,ABCA8,ABCC1,ABCC6,ABCD1,ABCE1,ABCG5,ABHD1,ABHD10,ABHD3,ABHD6,ABR,ABRA,ABTB1,ACADM,ACBD5,ACCN2,ACE2,ACLY,ACO2,ACOT12,ACP5,ACR,ACSBG2,ACSL3,ACSM1,ACTG2,ACTL7A,ACTL8,ACTN4,ACTR3,ACTR6,ACVR1C,ACY1L2,ACYP1,ADAM12,ADAM17,ADAM20,ADAM28,ADAM32,ADAM3A,ADAMTS10,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS20,ADAMTS5,ADAMTS7,ADAMTSL4,ADAT1,ADCY8,ADH4,ADIPOR1,ADK,ADMR,ADORA3,ADPN,ADPRHL2,Label
0.967919,0.227848,0.188441,0.214386,-0.239366,-0.384147,-1.150606,0.383715,-0.954425,-0.175559,-0.37116,-0.215003,-0.672819,0.96164,-2.92626,-0.265817,0.365503,0.582444,0.619591,-1.55633,-0.188525,1.371805,-0.009178,0.754337,0.625962,0.655861,-0.390425,0.76029,0.08304,-0.023744,0.090072,1.758349,0.505527,0.433248,0.243837,-0.442688,0.514028,0.655112,-1.57485,-0.049655,0.330166,-0.080622,0.547124,-0.127202,-0.134972,-0.603054,0.298261,0.861382,-0.226653,0.531449,0.319191,1.192374,1.521376,-0.03777,1.407119,-1.134455,-0.204616,-0.391846,0.12692,0.334833,-0.743397,0.442222,-0.302632,0
-0.297636,0.580743,-0.574881,-0.060593,-0.632221,-0.077804,0.078604,0.373217,-0.874744,-0.574857,1.138524,-0.959022,0.263383,1.090218,-0.766179,0.991408,0.525918,0.732245,-0.432135,0.811997,1.054555,0.078927,-0.897208,0.163016,1.309519,0.675834,0.045793,-0.56601,-0.265305,1.134829,0.023399,-0.43927,-0.406291,0.859572,-0.734873,0.958406,0.454858,0.464841,-0.888172,0.534995,-0.279929,-0.046204,-0.266297,0.011788,0.568889,-0.169375,-0.7689,0.336964,-0.379127,0.414468,-0.7656,0.63404,0.671549,-0.37645,1.311579,-0.894213,-0.245402,0.899138,-0.120786,-1.142653,-0.379092,0.285394,-0.848831,0
1.946846,-2.390417,-0.061161,1.0305,-0.24274,-0.938282,-2.398232,1.118029,-1.475636,-0.343342,-0.172376,-0.242366,-1.627305,0.160001,-1.561997,-0.079882,2.238499,-0.042516,1.575044,-0.94349,-1.33981,2.091684,-0.008465,0.894968,0.422069,0.481761,0.081638,1.037558,0.593287,0.089721,-0.607974,0.581288,0.027118,-0.654099,0.708359,-0.269535,-0.131917,0.664924,-1.48161,1.032039,-0.077107,-1.21131,0.87975,-1.133912,-0.049003,-0.374063,0.715138,-0.129798,-0.737724,-1.040206,0.276808,0.634887,0.303322,0.598046,0.290539,-0.593362,-0.398305,-0.601804,-1.136737,-0.076141,-1.06318,1.459098,-0.916254,0
1.254215,-1.718775,0.30541,1.08686,-0.387129,-0.946548,-2.618879,0.093342,0.016421,0.789868,0.127039,-0.896466,-1.4097,-0.628687,-0.74147,-1.386056,2.988381,-1.416138,2.036727,-1.076397,-1.967784,1.852532,0.940421,0.517253,-0.672045,-1.568124,-1.214189,2.906082,0.46109,0.079378,0.6197,-0.532389,-0.074302,1.502236,0.343818,-0.548843,1.171919,0.31303,-1.321,0.458992,0.724953,0.930938,1.782849,-0.618669,-0.968883,-0.463131,1.745484,-2.128024,-2.29838,-1.550261,2.591404,0.068151,-0.759743,0.094269,-1.105649,-0.818518,-0.670505,-1.424322,1.974632,1.362871,-1.024954,-2.222838,0.744133,0
1.156886,-0.631097,-0.042384,0.722223,-0.515185,-0.089241,-0.096305,0.905004,-0.656031,-0.768434,1.225449,-0.941155,0.088764,0.897154,-0.528369,0.891089,0.312237,0.547919,0.418362,0.02989,0.318581,0.00576,-0.636618,1.117987,0.547734,0.153503,-0.111896,0.011946,-0.56717,0.582722,-0.098542,-0.248981,-0.005115,0.225949,-0.582025,-0.009025,0.928789,0.865745,-0.424464,1.001971,-0.76541,-0.204825,0.092988,-0.386649,0.21124,-0.775801,0.056219,0.346756,-0.489391,0.094008,-0.95841,0.388208,0.236436,-0.31728,1.005619,-0.402964,-0.295961,-0.033468,-0.367125,-0.87451,-0.927797,0.240084,0.548294,0
0.20917,-0.833971,-1.435526,-0.278944,-1.389869,0.001836,-0.637773,0.583893,-1.6029,-0.498891,1.255875,-0.1146,-1.911732,1.542556,-1.388464,1.327814,-0.304045,0.052971,-0.179886,0.486812,0.872843,-0.559683,-1.060588,1.363464,0.304991,0.941304,-0.090522,-0.566344,-0.724584,1.608652,-0.08532,-0.031842,-0.280423,0.210792,-0.730703,1.324697,1.619799,1.354717,-1.574881,1.170417,-1.226846,0.4513,-0.263728,0.510747,1.091517,-0.719547,-1.071321,0.030168,-0.825432,0.879313,-0.595951,1.529977,0.165281,-0.385401,1.368646,-1.112205,-0.424414,1.00235,-0.678136,-1.248759,-0.457112,0.227425,-0.838681,0
1.261724,-0.887605,0.400495,-0.510931,-0.51071,-0.160377,0.256502,0.576433,-0.925012,-0.523578,0.381676,-1.483529,-0.298298,0.614543,-0.921574,1.332081,0.118084,0.861066,0.090848,0.396205,0.0592,0.564,0.201225,1.188184,0.115681,0.697908,-0.371905,0.257552,-0.104085,0.18542,-0.375759,0.301357,-0.979749,0.596398,-0.511738,0.993942,0.905093,1.092033,-1.073845,1.331548,-0.641283,1.480024,0.166908,-0.012537,0.085094,-1.392935,-0.37704,0.07091,-0.691649,0.327412,-1.016555,0.468705,0.313124,-0.335092,1.514132,-0.909184,-0.635138,1.075322,-0.084526,-0.904767,-1.099858,0.119357,-0.388274,0
1.45227,-0.463838,0.05967,0.396579,-0.188445,-1.099753,0.478044,0.528687,-1.376351,-0.592143,0.775987,-0.89031,0.490171,0.845738,-0.114268,0.757899,-0.032434,-0.293211,0.329972,1.231448,0.278186,0.354819,-1.16899,1.016021,0.2531,0.077382,-0.246728,-0.409675,-0.990525,0.754864,-0.232152,-0.973088,-1.237711,-0.833806,-0.882692,0.801279,1.486211,0.832194,-0.239687,1.72539,-1.336609,0.24874,0.294768,-0.004782,0.097349,-0.738405,-1.10929,-0.176048,-0.508837,0.83593,-0.93577,0.434096,-0.131501,-0.37784,1.69868,-0.899129,-0.69337,0.888197,-0.471984,-1.387053,-0.702058,-0.217571,-0.239099,0
1.1455,-1.231554,-1.244827,-1.089807,-1.45288,-1.071545,-1.036515,0.711168,-0.813719,-0.753719,1.469833,-0.818497,0.065909,1.00767,0.713003,1.043134,0.552462,0.876608,-0.209925,0.615791,0.627319,0.457617,-0.67445,0.962413,0.870507,1.456535,-0.050892,-0.645611,-1.453351,0.810859,-0.292165,0.474778,-1.981525,-0.232555,-0.983371,1.161153,0.900543,0.882035,0.229085,1.402534,-1.586835,-0.520745,0.044397,0.105269,0.231262,-0.837774,-0.231047,0.105527,-0.717063,0.78397,-1.33452,0.388532,-0.374954,-0.256431,0.214455,0.2644,-0.826151,1.63409,-0.886543,-1.597466,-2.046994,0.526541,-0.134996,0
-0.19593,1.431443,-1.185305,-0.776383,-0.746586,-1.848544,-0.564841,0.277474,0.316389,-0.346184,1.14785,-0.858474,0.645926,-1.169808,3.015986,-0.2711,-0.538464,-0.775203,-2.467547,0.312237,-0.042807,-1.502587,0.891335,0.761905,1.18763,-0.364139,-0.313479,0.255841,-0.413108,0.791384,-0.145067,0.394996,-2.163652,0.470727,-0.66323,0.523252,-0.978857,-0.983391,0.125144,-1.487993,0.442598,1.598916,0.35195,0.090888,-0.508726,-0.837245,-0.027105,2.032564,-0.281611,0.055086,0.200291,-0.403292,0.383652,-0.13693,0.91058,-0.793162,-0.183036,-0.032845,0.128743,-0.235955,1.238191,-0.281358,0.961606,0
